"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Disable_Print__c","nFORCE__Show_Link_To_Context_Object__c","nFORCE__lookupKey__c","nFORCE__Disable_Read_Only_View__c","nPortal__Add_Multi_Record_Display_Icon__c","nPortal__Maximum_Number_of_Records__c","nPortal__Minimum_Number_of_Records__c","nPortal__OA_Review_Multiple_Record_Entry_Label__c"
"a2GHo000001ueKIMAY","005Ho00000AXM6UIAX","","Credit Actions","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","rcaui-42477727610","false","","","",""
"a2GHo000001ueKJMAY","005Ho00000AXM6UIAX","","Key Dates - Editable","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","59771585604340856","false","","","",""
"a2GHo000001ueKKMAY","005Ho00000AXM6UIAX","","Key Dates - Read Only","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","50971585604340856","false","","","",""
"a2GHo000001ueKLMAY","005Ho00000AXM6UIAX","","Loan Products","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42264506634750293","false","","","",""
"a2GHo000001ueKMMAY","005Ho00000AXM6UIAX","","Rate Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42558854118324394","false","","","",""
"a2GHo000001ueKNMAY","005Ho00000AXM6UIAX","","Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42448651673900408","false","","","",""
"a2GHo000001ueKOMAY","005Ho00000AXM6UIAX","","Risk Rating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42672158236792769","false","","","",""
"a2GHo000001ueKPMAY","005Ho00000AXMAxIAP","","Bulk Edit","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","","","","false","true","dmwui-42833518380","false","","","",""
"a2GHo000001ueKQMAY","005Ho00000AXM6UIAX","","Change Memo","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42768254162527564","false","","","",""
"a2GHo000001ueKRMAY","005Ho00000AXM6UIAX","","Fees Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42839732363377241","false","","","",""
"a2GHo000001ueKSMAY","005Ho00000AXM6UIAX","","Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42099974757861510","false","","","",""
"a2GHo000001ueKTMAY","005Ho00000AXM6UIAX","","Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T15:06:12.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42101974202872765","false","","","",""
"a2GHo000001ueKUMAY","005Ho00000AXM6UIAX","","Details- business EO","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42754538931621755","false","","","",""
"a2GHo000001ueKVMAY","005Ho00000AXM6UIAX","","Details - EO","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42083286394967946","false","","","",""
"a2GHo000001ueKWMAY","005Ho00000AXM6UIAX","","Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42206232254498796","false","","","",""
"a2GHo000001ueKXMAY","005Ho00000AXM6UIAX","","Beneficiary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42856498406131349","false","","","",""
"a2GHo000001ueKaMAI","005Ho00000AXM6UIAX","","Collateral Pledged","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","52621585604340855","false","","","",""
"a2GHo000001ueKbMAI","005Ho00000AXM6UIAX","","Collateral Value","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","40481585604340855","false","","","",""
"a2GHo000001ueKeMAI","005Ho00000AXM6UIAX","","Fees Approved","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","82191585604340855","false","","","",""
"a2GHo000001ueKfMAI","005Ho00000AXM6UIAX","","Key Dates","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","23001585604340855","false","","","",""
"a2GHo000001ueKgMAI","005Ho00000AXM6UIAX","","Post Closing Review","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","61601585604340855","false","","","",""
"a2GHo000001ueKkMAI","005Ho00000AXM6UIAX","","Third Party Reports","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","47581585604340855","false","","","",""
"a2GHo000001ueKnMAI","005Ho00000AXM6UIAX","","Approved Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","34361585604340855","false","","","",""
"a2GHo000001ueKrMAI","005Ho00000AXM6UIAX","","Fees","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueKrMAI","false","","","",""
"a2GHo000001ueKsMAI","005Ho00000AXM6UIAX","","Participations","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueOtMAI","false","","","",""
"a2GHo000001ueKtMAI","005Ho00000AXM6UIAX","","Loan Products","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42567764686172869","false","","","",""
"a2GHo000001ueKuMAI","005Ho00000AXM6UIAX","","Deposit Products","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42464191242067167","false","","","",""
"a2GHo000001ueKvMAI","005Ho00000AXM6UIAX","","Pricing Approved","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:26.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42057912696598906","false","","","",""
"a2GHo000001ueKwMAI","005Ho00000AXM6UIAX","","CRA Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42508794583138413","false","","","",""
"a2GHo000001ueKyMAI","005Ho00000AXM6UIAX","","Adverse Actions","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","19891585604340855","false","","","",""
"a2GHo000001ueKzMAI","005Ho00000AXM6UIAX","","Construction Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueKzMAI","false","","","",""
"a2GHo000001ueL0MAI","005Ho00000AXM6UIAX","","Loan Dashboard","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueL0MAI","false","","","",""
"a2GHo000001ueL1MAI","005Ho00000AXM6UIAX","","Fees","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","91971560278745076","false","","","",""
"a2GHo000001ueL2MAI","005Ho00000AXM6UIAX","","Narrative","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","89361585604340856","false","","","",""
"a2GHo000001ueL3MAI","005Ho00000AXM6UIAX","","Loan Team Member Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","28761585604340855","false","","","",""
"a2GHo000001ueL4MAI","005Ho00000AXM6UIAX","","Memos","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","16221585604340856","false","","","",""
"a2GHo000001ueL9MAI","005Ho00000AXM6UIAX","","Participations","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","70051585604340856","false","","","",""
"a2GHo000001ueLAMAY","005Ho00000AXM6UIAX","","Activities","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLAMAY","false","","","",""
"a2GHo000001ueLBMAY","005Ho00000AXM6UIAX","","Business Contacts","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLBMAY","false","","","",""
"a2GHo000001ueLCMAY","005Ho00000AXM6UIAX","","Collateral Owned","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLCMAY","false","","","",""
"a2GHo000001ueLDMAY","005Ho00000AXM6UIAX","","Covenants","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLDMAY","false","","","",""
"a2GHo000001ueLEMAY","005Ho00000AXM6UIAX","","Deposits","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLEMAY","false","","","",""
"a2GHo000001ueLFMAY","005Ho00000AXM6UIAX","","Overview","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLFMAY","false","","","",""
"a2GHo000001ueLGMAY","005Ho00000AXM6UIAX","","Exposure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLGMAY","false","","","",""
"a2GHo000001ueLHMAY","005Ho00000AXM6UIAX","","Loans","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLHMAY","false","","","",""
"a2GHo000001ueLIMAY","005Ho00000AXM6UIAX","","Opportunities","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLIMAY","false","","","",""
"a2GHo000001ueLJMAY","005Ho00000AXM6UIAX","","Other Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLJMAY","false","","","",""
"a2GHo000001ueLKMAY","005Ho00000AXM6UIAX","","Product Packages","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLKMAY","false","","","",""
"a2GHo000001ueLLMAY","005Ho00000AXM6UIAX","","Referrals","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLLMAY","false","","","",""
"a2GHo000001ueLMMAY","005Ho00000AXM6UIAX","","Risk Rating Reviews","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLMMAY","false","","","",""
"a2GHo000001ueLNMAY","005Ho00000AXM6UIAX","","Service Requests","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLNMAY","false","","","",""
"a2GHo000001ueLOMAY","005Ho00000AXM6UIAX","","Site Visits","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLOMAY","false","","","",""
"a2GHo000001ueLPMAY","005Ho00000AXM6UIAX","","Treasury","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLPMAY","false","","","",""
"a2GHo000001ueLQMAY","005Ho00000AXM6UIAX","","Risk Ratings","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","08891585604340856","false","","","",""
"a2GHo000001ueLRMAY","005Ho00000AXM6UIAX","","SBA Form 912","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLRMAY","false","","","",""
"a2GHo000001ueLSMAY","005Ho00000AXM6UIAX","","Loan Application","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLSMAY","false","","","",""
"a2GHo000001ueLTMAY","005Ho00000AXM6UIAX","","Change of Ownership","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLTMAY","false","","","",""
"a2GHo000001ueLUMAY","005Ho00000AXM6UIAX","","SBA Form 10","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLUMAY","false","","","",""
"a2GHo000001ueLVMAY","005Ho00000AXM6UIAX","","SBA Form 159","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLVMAY","false","","","",""
"a2GHo000001ueLWMAY","005Ho00000AXM6UIAX","","SBA Form 1846","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLWMAY","false","","","",""
"a2GHo000001ueLXMAY","005Ho00000AXM6UIAX","","SBA Form 1919","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLXMAY","false","","","",""
"a2GHo000001ueLYMAY","005Ho00000AXM6UIAX","","Business Type","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLYMAY","false","","","",""
"a2GHo000001ueLZMAY","005Ho00000AXM6UIAX","","Previous SBA Loan","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLZMAY","false","","","",""
"a2GHo000001ueLaMAI","005Ho00000AXM6UIAX","","Conflict of Interest","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLaMAI","false","","","",""
"a2GHo000001ueLbMAI","005Ho00000AXM6UIAX","","Primary Account","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLbMAI","false","","","",""
"a2GHo000001ueLcMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLcMAI","false","","","",""
"a2GHo000001ueLdMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLdMAI","false","","","",""
"a2GHo000001ueLeMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLeMAI","false","","","",""
"a2GHo000001ueLfMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLfMAI","false","","","",""
"a2GHo000001ueLgMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLgMAI","false","","","",""
"a2GHo000001ueLiMAI","005Ho00000AXM6UIAX","","SBA Form 1920","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLiMAI","false","","","",""
"a2GHo000001ueLjMAI","005Ho00000AXM6UIAX","","Primary Account","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLjMAI","false","","","",""
"a2GHo000001ueLkMAI","005Ho00000AXM6UIAX","","Account Debt","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLkMAI","false","","","",""
"a2GHo000001ueLlMAI","005Ho00000AXM6UIAX","","SBA Form 652","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLlMAI","false","","","",""
"a2GHo000001ueLmMAI","005Ho00000AXM6UIAX","","SBA Form G845","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLmMAI","false","","","",""
"a2GHo000001ueLnMAI","005Ho00000AXM6UIAX","","Injections","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLnMAI","false","","","",""
"a2GHo000001ueLpMAI","005Ho00000AXM6UIAX","","Loan Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLpMAI","false","","","",""
"a2GHo000001ueLqMAI","005Ho00000AXM6UIAX","","Pricing","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLqMAI","false","","","",""
"a2GHo000001ueLrMAI","005Ho00000AXM6UIAX","","Loan Partner","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLrMAI","false","","","",""
"a2GHo000001ueLsMAI","005Ho00000AXM6UIAX","","Use of Proceeds","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueLsMAI","false","","","",""
"a2GHo000001ueLtMAI","005Ho00000AXM6UIAX","","Stage History","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","60101585604340856","false","","","",""
"a2GHo000001ueLuMAI","005Ho00000AXM6UIAX","","Product Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","09911567002550278","false","","","",""
"a2GHo000001ueLvMAI","005Ho00000AXM6UIAX","","Balance Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","18751585604340855","false","","","",""
"a2GHo000001ueLwMAI","005Ho00000AXM6UIAX","","Booked Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","86611585604340855","false","","","",""
"a2GHo000001ueLxMAI","005Ho00000AXM6UIAX","","CRA Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","67231585604340855","false","","","",""
"a2GHo000001ueLyMAI","005Ho00000AXM6UIAX","","Loan Dashboard Summary Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","19961585604340855","false","","","",""
"a2GHo000001ueLzMAI","005Ho00000AXM6UIAX","","HMDA Screen 1","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","a2GHo000001ueOuMAI","false","","","",""
"a2GHo000001ueM0MAI","005Ho00000AXM6UIAX","","HMDA Screen 2","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","70131585604340855","false","","","",""
"a2GHo000001ueM1MAI","005Ho00000AXM6UIAX","","Loan Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","86451585604340855","false","","","",""
"a2GHo000001ueM2MAI","005Ho00000AXM6UIAX","","Pricing","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","79341585604340856","false","","","",""
"a2GHo000001ueM3MAI","005Ho00000AXM6UIAX","","Referral","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","91061585604340856","false","","","",""
"a2GHo000001ueM4MAI","005Ho00000AXM6UIAX","","Budget Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42438936865131651","false","","","",""
"a2GHo000001ueM5MAI","005Ho00000AXM6UIAX","","Deposit Products","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","18931562008881233","false","","","",""
"a2GHo000001ueM6MAI","005Ho00000AXM6UIAX","","UI Configuration Builder","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42257423463997756","false","","","",""
"a2GHo000001ueM7MAI","005Ho00000AXM6UIAX","","Entity Compliance Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42484621918140548","false","","","",""
"a2GHo000001ueM8MAI","005Ho00000AXM6UIAX","","Loan Compliance Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42920140975446045","false","","","",""
"a2GHo000001ueM9MAI","005Ho00000AXM6UIAX","","Entity Compliance Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42875195092745613","false","","","",""
"a2GHo000001ueMAMAY","005Ho00000AXM6UIAX","","Loan Compliance Screen","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42300854924496650","false","","","",""
"a2GHo000001ueMBMAY","005Ho00000AXM6UIAX","","Memo Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42453478693303001","false","","","",""
"a2GHo000001ueMCMAY","005Ho00000AXM6UIAX","","Package Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42177182337892182","false","","","",""
"a2GHo000001ueMDMAY","005Ho00000AXM6UIAX","","Deposits","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42177182337892183","false","","","",""
"a2GHo000001ueMEMAY","005Ho00000AXM6UIAX","","pp-tn-review-detail","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42623826249591830","false","","","",""
"a2GHo000001ueMFMAY","005Ho00000AXM6UIAX","","Credit Actions New Package Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42288156731909944","false","","","",""
"a2GHo000001ueMGMAY","005Ho00000AXM6UIAX","","Supplementary Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","38211585604340854","false","","","",""
"a2GHo000001ueMHMAY","005Ho00000AXM6UIAX","","Manage Budget Screen","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-11-03T19:39:28.000Z","005Ho00000AXM6UIAX","","","","","","","false","true","42622713689821035","false","","","",""
