"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nFORCE__Taxonomy_Id__c","nPortal__Portal_Icon_Path__c","nFORCE__Parameters__c","nPortal__Portal_Subheader_Text__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nPortal__Search_Select_Text__c"
"a2EHo00000CwAD3MAN","005Ho00000AXM6UIAX","","Others Involved MRF","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:16.000Z","005Ho00000AXM6UIAX","","","","","","rl-others-multi-record","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GHo000001ugIcMAI","","","NPORTAL__LoanTopbar","42989584347602588","Borrowers & Guarantors","rl-others-multi-record","utility-sprite/svg/symbols.svg#overflow","","Please add, excluding yourself, any additional guarantors and borrowers for the loan.","","","","","Visualforce Page","",""
"a2EHo00000CwAD4MAN","005Ho00000AXM6UIAX","","Others Involved MRF","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:16.000Z","005Ho00000AXM6UIAX","","","","","","rl-secured-others-multi-record","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GHo000001ugIdMAI","","","NPORTAL__LoanTopbar","42589336020750529","Borrowers & Guarantors","rl-secured-others-multi-record","utility-sprite/svg/symbols.svg#overflow","","Please add, excluding yourself, any additional guarantors and borrowers for the loan.","","","","","Visualforce Page","",""
"a2EHo00000CwAD6MAN","005Ho00000AXM6UIAX","","Adverse Actions/Counter Offers","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:16.000Z","005Ho00000AXM6UIAX","","","","","","adverse-action-create-table","nforce__ncrelatedlist","","n-icon-reject","false","nforce__navigation","","","a2GHo000001ugIfMAI","nforce__sub_navigation","","nforce__topbar","42462619286950407","","adverse-action-create-table","","","","","","","","Visualforce Page","",""
"a2EHo00000CwADwMAN","005Ho00000AXM6UIAX","","Beneficial Owners","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:26.000Z","005Ho00000AXM6UIAX","","","","","","small-business-loan-online-application-beneficial-owners","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GHo000001ugJaMAI","","","NPORTAL__LoanTopbar","52201666029074213","Would you like to add a beneficial owner to the account?","","utility-sprite/svg/symbols.svg#overflow","subHeaderOnMobile=true;","Add any beneficial owners who have 25% ownership or more in the business.","","","","","","",""
"a2EHo00000CwADxMAN","005Ho00000AXM6UIAX","","Credit Check","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:26.000Z","005Ho00000AXM6UIAX","","","","","","small-business-loan-online-application-credit-check","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","","","a2GHo000001ugJbMAI","","","NPORTAL__LoanTopbar","11431666029074214","Credit Check","","","","","","","","","","",""
"a2EHo00000CwADyMAN","005Ho00000AXM6UIAX","","Other Expenses","2023-11-03T15:07:38.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:26.000Z","005Ho00000AXM6UIAX","","","","","","small-business-loan-online-application-other-expenses","nPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GHo000001ugJcMAI","","","NPORTAL__LoanTopbar","75851666029074217","Other Expenses","secured-retail-loan-online-application-rent-other-involved","utility-sprite/svg/symbols.svg#identity","","Please enter any other Expense amount below (if applicable). If you don't have any other expenses monthly, you can skip this section!","","","","","","",""
"a2EHo00000CwASWMA3","005Ho00000AXM6UIAX","","Spreads","2023-11-03T19:40:13.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:13.000Z","005Ho00000AXM6UIAX","","","","","","tool-small-business-loan-statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","action-small-business-loan-statement-launcher","","tool-statement-launcher","","","","","","","","","",""
"a2EHo00000CwASXMA3","005Ho00000AXM6UIAX","","Generate Pricing Options","2023-11-03T19:40:13.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:13.000Z","005Ho00000AXM6UIAX","","","","","","small-business-loan-ui-generate-pricing-options","nretail__automatedunderwriting","","n-icon-analyze","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","42291681574166962","","retail-loan-ui-run-automated-underwriting","","","","","","","","","",""
"a2EHo00000CwAZgMAN","005Ho00000AXM6UIAX","","Change Product","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","","","","","","action-small-business-loan-ui-change-product","llc_bi__loanproducts","","n-icon-change","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42353007067726630","","action-change-product","","","","","","","","","",""
"a2EHo00000CwAZhMAN","005Ho00000AXM6UIAX","","Renew/Modify Loan","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","","","","","","action-renew-modify-SBL","llc_bi__loan_renewal_page","","n-icon-link_out","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42997291000461521","","action-renew-modify","","","","","","","","","",""
"a2EHo00000CwAZiMAN","005Ho00000AXM6UIAX","","Generate Forms","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","","","","","","tool-form-gen","nForms__NewFormGenerator","","n-icon-generate","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","42799758394806301","","tool-form-gen","","","","","","","","","",""
"a2EHo00000CwAZjMAN","005Ho00000AXM6UIAX","","Auto-Decision Detail","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:17.000Z","005Ho00000AXM6UIAX","","","","","","small-business-loan-ui-loan-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","42201550993067606","","loan-auto-decision-detail","","","","","","","","","",""
"a2EHo00000Cw9pnMAB","005Ho00000AXM6UIAX","","Income Manager","2023-11-02T17:44:08.000Z","005Ho00000AXM6UIAX","2023-11-02T17:44:08.000Z","005Ho00000AXM6UIAX","","","","","","relationship-incomes","llc_bi__income","","fa fa-money fa-lg","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42213696024887322","","relationship-incomes","","incomeFieldSet=LLC_BI__Income_Schedule;","","","","","","","",""
"a2EHo00000CwAjVMAV","005Ho00000AXM6UIAX","","Application","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-apply","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42084628252705130","","dep-apply","","","","","","","","","",""
"a2EHo00000CwAjWMAV","005Ho00000AXM6UIAX","","ID Scan","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","NPORTAL__LoanTopbar","42553384180299666","","dep-id-scan","action-sprite/svg/symbols.svg#new_contact","","","","","","","","",""
"a2EHo00000CwAjXMAV","005Ho00000AXM6UIAX","","Verification","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-eid-individual","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42824624432427383","Let's verify your identity","dep-eid-individual","utility-sprite/svg/symbols.svg#check","","This questionnaire protects you, and us, from identity fraud.","","","","","","",""
"a2EHo00000CwAjYMAV","005Ho00000AXM6UIAX","","Co-Applicants - Pre fall release","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-co-owners","NPORTAL__Owners","","","false","NPORTAL__ApplicationNavigation","35.0","","","","","NPORTAL__LoanTopbar","42909142353687700","Would you like to add a co-applicant to the account?","dep-co-owners","utility-sprite/svg/symbols.svg#identity","","Provide information about any additional applicants.","","","","","","",""
"a2EHo00000CwAjZMAV","005Ho00000AXM6UIAX","","Recommended Products","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-ancillary-services","NPORTAL__AncillaryServices","","","false","NPORTAL__ApplicationNavigation","37.0","","","","","NPORTAL__LoanTopbar","42134507713788268","Recommended Products","dep-ancillary-services","standard-sprite/svg/symbols.svg#reward","","Check out convenient additional products and services here.","","","","","","",""
"a2EHo00000CwAjaMAF","005Ho00000AXM6UIAX","","Review & Submit","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-review","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42604408385445899","Does everything look right?","dep-review","utility-sprite/svg/symbols.svg#preview","","Let's double check what you've entered. Once you submit this, your application will go through an approval process before your account is officially open.","","","","","","",""
"a2EHo00000CwAjbMAF","005Ho00000AXM6UIAX","","Account Funding","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-funding","NPORTAL__DepositFunding","","","false","NPORTAL__ApplicationNavigation","45.0","","","","","NPORTAL__LoanTopbar","42620403951630829","Fund Your Account","dep-funding","custom-sprite/svg/symbols.svg#custom41","","Select a funding method to fund your account.","","","","","","",""
"a2EHo00000CwAjcMAF","005Ho00000AXM6UIAX","","Your Account","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","dep-account","NPORTAL__DepositAccount","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42672967803523358","","dep-account","action-sprite/svg/symbols.svg#check","","","","","","","","",""
"a2EHo00000CwAjdMAF","005Ho00000AXM6UIAX","","Application","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","perdep-owner-apply","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42232556292781418","","perdep-owner-apply","","","","","","","","","",""
"a2EHo00000CwAjeMAF","005Ho00000AXM6UIAX","","ID Scan","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","perdep-owner-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","NPORTAL__LoanTopbar","42211267466543185","","perdep-owner-id-scan","action-sprite/svg/symbols.svg#new_contact","","","","","","","","",""
"a2EHo00000CwAjfMAF","005Ho00000AXM6UIAX","","Verification","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","2023-11-03T19:40:22.000Z","005Ho00000AXM6UIAX","","","","","","perdep-owner-eid","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42125384051916761","Let's verify your identity","perdep-owner-eid","utility-sprite/svg/symbols.svg#check","","This questionnaire protects you, and us, from identity fraud.","","","","","","",""
"a2EHo00000Cw9EDMAZ","005Ho00000AXMAyIAP","","Credit Analysis Data Mapping","2023-10-31T13:56:27.000Z","005Ho00000AXMAyIAP","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","spreads-configuration-data-import","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42134673052841700","","spreads-configuration-data-import","","mappingType=SpreadsAPIAdmin","","","","","","","",""
"a2EHo00000Cw9EEMAZ","005Ho00000AXM6UIAX","","Consolidation Mapping","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","spreads-configuration-consolidation-mapping","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__nctopbar","42197062216074895","","spreads-configuration-consolidation-mapping","","mappingType=consolidation","","","","","","","",""
"a2EHo00000Cw9EIMAZ","005Ho00000AXM6UIAX","","Generate Credit Memo","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","action-generate-credit-memo","nFORMS__NewFormGenerator","","n-icon-credit_memo","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42262522727677391","","action-generate-credit-memo","","form_purpose=Credit Memo","","","","","","","",""
"a2EHo00000Cw9EJMAZ","005Ho00000AXM6UIAX","","Opportunities","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","relationship-opportunities","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2GHo000001ueKDMAY","nforce__sub_navigation","","nforce__topbar","42083901142471833","","relationship-opportunities","","","","","","","","","",""
"a2EHo00000Cw9EKMAZ","005Ho00000AXM6UIAX","","Beneficial Ownership","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","relationship-beneficial-ownership-summary","nforce__ncrelatedlist","","","false","nforce__inline_navigation","","","a2GHo000001ueKEMAY","nforce__sub_navigation","","nforce__topbar","42206727345973537","","relationship-beneficial-ownership-summary","","","","","","","","","",""
"a2EHo00000Cw9ELMAZ","005Ho00000AXM6UIAX","","Submit for Approval","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","pp-submit-for-approval","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GHo000001ueKFMAY","nforce__sub_navigation","","nforce__topbar","42997909921970894","","pp-submit-for-approval","","","","","","","","","",""
"a2EHo00000Cw9EMMAZ","005Ho00000AXM6UIAX","","HMDA Eligibility","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","comm-accel-loan-hmda-eligibility","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66581615577844685","","comm-accel-loan-hmda-eligibility","","","","","","","","","",""
"a2EHo00000Cw9ENMAZ","005Ho00000AXM6UIAX","","Reg O","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","comm-accel-loan-reg-o","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","15171615577844686","","comm-accel-loan-reg-o","","","","","","","","","",""
"a2EHo00000Cw9EOMAZ","005Ho00000AXM6UIAX","","Reg W","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","comm-accel-loan-reg-w","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","64781615577844687","","comm-accel-loan-reg-w","","","","","","","","","",""
"a2EHo00000Cw9EPMAZ","005Ho00000AXM6UIAX","","HVCRE","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","comm-accel-loan-hvcre","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","83231615577844687","","comm-accel-loan-hvcre","","","","","","","","","",""
"a2EHo00000Cw9EQMAZ","005Ho00000AXM6UIAX","","CRA","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","comm-accel-loan-cra","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","58171615577844688","","comm-accel-loan-cra","","","","","","","","","",""
"a2EHo00000Cw9ERMAZ","005Ho00000AXM6UIAX","","All Loans","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","list-view-all-loans","llc_bi:relationshipLoans","","","false","","","","a2GHo000001ueKGMAY","","","","rcaui-42813272379","","list-view-all-loans","","","","","","","","","",""
"a2EHo00000Cw9ESMAZ","005Ho00000AXM6UIAX","","Credit Actionable Loans","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","list-view-ca-loans","llc_bi:relationshipLoans","","","false","","","","a2GHo000001ueKHMAY","","","","rcaui-42668289420","","list-view-ca-loans","","","","","","","","","",""
"a2EHo00000Cw9ETMAZ","005Ho00000AXM6UIAX","","Credit Actions","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","rca-action-credit-action","llc_bi:creditActionWorkflowAura","","","false","","","","a2GHo000001ueKIMAY","","","","rcaui-42786251759","","rca-action-credit-action","","","","","","","","","",""
"a2EHo00000Cw9EUMAZ","005Ho00000AXM6UIAX","","Key Dates - Editable","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","key-dates-editable","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GHo000001ueKJMAY","nforce__sub_navigation","","nforce__topbar","42653755985208800","","key-dates-editable","","","","","","","","","",""
"a2EHo00000Cw9EVMAZ","005Ho00000AXM6UIAX","","Key Dates - Read Only","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","key-dates-read-only","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GHo000001ueKKMAY","nforce__sub_navigation","","nforce__topbar","42837238495684900","","key-dates-read-only","","","","","","","","","",""
"a2EHo00000Cw9EWMAZ","005Ho00000AXM6UIAX","","Rule Engine","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","ruleengineadmin","nforce__ruleengineadmin","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42584825668885500","","ruleengineadmin","","","","","","","","","",""
"a2EHo00000Cw9EXMAZ","005Ho00000AXM6UIAX","","Export Rule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","tool-ruleengineadmin-export","nforce__ruleengineadminexport","","n-icon-download","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42918763283363100","","tool-ruleengineadmin-export","","","","","","","","","",""
"a2EHo00000Cw9EYMAZ","005Ho00000AXM6UIAX","","Import Rule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","tool-ruleengineadmin-import","nforce__ruleengineadminimport","","n-icon-upload","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42959669046542300","","tool-ruleengineadmin-import","","","","","","","","","",""
"a2EHo00000Cw9EZMAZ","005Ho00000AXM6UIAX","","nCino Administration","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","ncinoadmin","llc_bi__uisystemadministration","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42418111912386200","","ncinoadmin","","","","","","","","","",""
"a2EHo00000Cw9K9MAJ","005Ho00000AXM6UIAX","","Rate & Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","amortization-structure","llc_bi__amortizationstructure","","n-icon-loan","false","nforce__navigation","","","a2GHo000001ueMRMAY","nforce__sub_navigation","","nforce__topbar","42554954063607617","","amortization-structure","","","","","","","","","",""
"a2EHo00000Cw9KAMAZ","005Ho00000AXM6UIAX","","Loan Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","loan-information-read-only","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GHo000001ueMSMAY","nforce__sub_navigation","","nforce__topbar","42104380486189974","","loan-information-read-only","","","","","","","","","",""
"a2EHo00000Cw9KBMAZ","005Ho00000AXM6UIAX","","Loan Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","loan-information-blank","nforce__blank","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42708251485303991","","loan-information-blank","","","","","","","","","",""
"a2EHo00000Cw9KCMAZ","005Ho00000AXM6UIAX","","Fees","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","loan-fees-blank","nforce__blank","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42167038047541266","","loan-fees-blank","","","","","","","","","",""
"a2EHo00000Cw9KGMAZ","005Ho00000AXM6UIAX","","Reg W","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-reg-w","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","32911619447513712","","post-approval-reg-w","","","","","","","","","",""
"a2EHo00000Cw9KDMAZ","005Ho00000AXM6UIAX","","Collateral","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-collateral","nforce__blank","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","98191619447513709","","post-approval-collateral","","","","","","","","","",""
"a2EHo00000Cw9KEMAZ","005Ho00000AXM6UIAX","","HMDA Eligibility","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-hmda-eligibility","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","62031619447513710","","post-approval-hmda-eligibility","","","","","","","","","",""
"a2EHo00000Cw9KFMAZ","005Ho00000AXM6UIAX","","Reg O","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-reg-o","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","58991619447513710","","post-approval-reg-o","","","","","","","","","",""
"a2EHo00000Cw9KHMAZ","005Ho00000AXM6UIAX","","HVCRE","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-hvcre","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66431619447513712","","post-approval-hvcre","","","","","","","","","",""
"a2EHo00000Cw9KIMAZ","005Ho00000AXM6UIAX","","CRA","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-cra","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","20791619447513713","","post-approval-cra","","","","","","","","","",""
"a2EHo00000Cw9KJMAZ","005Ho00000AXM6UIAX","","Certifications","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-certifications","nforce__kogridlist","","n-icon-hmda","false","nforce__navigation","","","a2GHo000001ueMUMAY","nforce__sub_navigation","","nforce__topbar","25941619447513713","","post-approval-certifications","","","","","","","","","",""
"a2EHo00000Cw9KKMAZ","005Ho00000AXM6UIAX","","Spreads","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","tool-post-approval-spreads","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","89541619447513714","","tool-post-approval-spreads","","","","","","","","","",""
"a2EHo00000Cw9KLMAZ","005Ho00000AXM6UIAX","","Budget Administration","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-budget-administration","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","20981619447513714","","post-approval-budget-administration","","","","","","","","","",""
"a2EHo00000Cw9KMMAZ","005Ho00000AXM6UIAX","","Third Party Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-third-party-management","llc_bi__third_party_management","","n-icon-relationship","false","nforce__navigation","","","a2GHo000001ueMVMAY","nforce__sub_navigation","","nforce__topbar","90721619447513715","","post-approval-third-party-management","","","","","","","","","",""
"a2EHo00000Cw9KNMAZ","005Ho00000AXM6UIAX","","Create Risk Rating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","action-post-approval-create-risk-rating","llc_bi__loanriskratingselector","","n-icon-risk_grading","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","50201619447513715","","action-post-approval-create-risk-rating","","","","","","","","","",""
"a2EHo00000Cw9KOMAZ","005Ho00000AXM6UIAX","","Pricing-Required Fields","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T15:39:42.000Z","005Ho00000AXMB5IAP","","","","","","post-approval-pricing-required-fields","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GHo000001ueMWMAY","nforce__sub_navigation","","nforce__topbar","30821619447513716","","post-approval-pricing-required-fields","","","","","","","","","",""
