"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Layout__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c"
"a2HHo000002BhuUMAS","","SC-000011328","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBXgMAO","2.02","LLC_BI__Manage_Fees_List_Enhanced","a2CHo000006EEg5MAG","a2HHo000002Bi3fMAC","LLC_BI__Fees__r","","42535968074535277","LLC_BI__Fee__c","LLC_BI__Status__c != Inactive","0.0","false","","false"
"a2HHo000002BhuVMAS","","SC-000011329","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBXhMAO","1.01","LLC_BI__Add_Non_Standard_Fee","","","","","42445498812840928","LLC_BI__Fee__c","","","false","","false"
"a2HHo000002BhuWMAS","","SC-000011330","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBXiMAO","1.01","LLC_BI__Enhanced_Fee_Loan_Aggregate_Summary","","","","","42381359561426432","LLC_BI__Fee_Loan_Aggregate__c","","","false","","false"
"a2HHo000002BhuXMAS","","SC-000011685","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBXlMAO","2.02","LLC_BI__Manage_Fees_List_Enhanced","","a2HHo000002BiLQMA0","LLC_BI__Fees__r","","39841619447516045","LLC_BI__Fee__c","LLC_BI__Status__c != Inactive","","false","","false"
"a2HHo000002BhuYMAS","","SC-000011702","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBXmMAO","2.02","LLC_BI__Manage_Fees_List_Enhanced","","a2HHo000002BiM8MAK","LLC_BI__Fees__r","","25811620937672786","LLC_BI__Fee__c","","","false","","false"
"a2HHo000002BhuZMAS","","SC-000011788","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfQMAW","2.02","","a2CHo000006EEatMAG","a2HHo000002BhunMAC","LLC_BI__Loan_Facilities__r","","42620687442222393","LLC_BI__Loan__c","","0.0","false","","false"
"a2HHo000002BhuaMAC","","SC-000011790","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBstMAG","1.01","LLC_BI__Deal_Management_Loan_Tree_Grid","","","","","dmwui-42595567116","LLC_BI__Loan__c","[{""filterKey"":""activity"",""operator"":""="",""value"":[""active""],""isLocked"":false}]","","false","","false"
"a2HHo000002BhubMAC","","SC-000011791","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBsuMAG","1.01","LLC_BI__ReviewDisplay","","","","","dmwui-42958747140","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhucMAC","","SC-000011792","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBsvMAG","1.01","LLC_BI__ReviewDisplay","","","","","dmwui-42088396753","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhudMAC","","SC-000011793","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBswMAG","1.01","LLC_BI__Treasury_Services_Summary_UI","","","","","dmwui-42112875712","LLC_BI__Treasury_Service__c","[{""filterKey"":""LLC_BI__Is_Active__c"",""operator"":""="",""value"":""true"",""isLocked"":false}]","","false","","false"
"a2HHo000002BhueMAC","","SC-000011794","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBsxMAG","1.01","LLC_BI__Treasury_Services_Summary_UI","","","","","dmwui-42621134800","LLC_BI__Treasury_Service__c","","","false","","false"
"a2HHo000002BhufMAC","","SC-000011795","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","","","","a2FHo000003XBsyMAG","1.01","LLC_BI__Treasury_Services_Summary_UI","","","","","dmwui-42673872396","LLC_BI__Treasury_Service__c","","","false","","false"
"a2HHo000002BhugMAC","","SC-000010793","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfJMAW","1.01","LLC_BI__Total_Exposure_Summary","","","","Total Exposure Summary","42411132000495711","Account","","","false","","false"
"a2HHo000002BhuhMAC","","SC-000010794","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfKMAW","1.01","LLC_BI__Add_Debt_Account","","","","Add Debt","42695800345602455","LLC_BI__Debt__c","","","false","","false"
"a2HHo000002BhuiMAC","","SC-000010795","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfLMAW","1.01","LLC_BI__Exposure_Exclusion_Enable","","","","Exposure Exclusion Enable","42225363846210776","LLC_BI__Excluded_Exposure__c","","","false","","false"
"a2HHo000002BhujMAC","","SC-000010796","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfMMAW","1.01","LLC_BI__Exposure_Exclusion_Disable","","","","Exposure Exclusion Disable","42980500176206287","LLC_BI__Excluded_Exposure__c","","","false","","false"
"a2HHo000002BhukMAC","","SC-000010797","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfNMAW","1.01","LLC_BI__TE_Expand_Loan_Relationship","","","","Expand Loan Relationship","42350560034747520","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002BhulMAC","","SC-000010798","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfOMAW","1.01","LLC_BI__TE_Expand_Debt_Relationship","","","","Expand Debt Relationship","42483370935760005","LLC_BI__Debt__c","","","false","","false"
"a2HHo000002BhumMAC","","SC-000010799","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfPMAW","0.0","LLC_BI__Participation_Details","","","","Participation","42875483320134588","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhunMAC","","SC-000010800","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfQMAW","1.0","","a2CHo000006EEbOMAW","","","participation records","42248654960292349","LLC_BI__Loan__c","","0.0","false","","false"
"a2HHo000002BhuoMAC","","SC-000010801","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfQMAW","2.0","LLC_BI__Syndication_Summary","","a2HHo000002BhunMAC","LLC_BI__Participations__r","participation records","42161375412178302","LLC_BI__Participation__c","","","false","","false"
"a2HHo000002BhupMAC","","SC-000010802","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfRMAW","1.01","","","","","","42831641095629025","Account","","","false","","false"
"a2HHo000002BhuqMAC","","SC-000010803","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfSMAW","1.01","LLC_BI__Counterparty_Report","a2CHo000006EEauMAG","","","","42411553691887474","Account","","","false","","false"
"a2HHo000002BhurMAC","","SC-000010804","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfRMAW","2.01","LLC_BI__Counterparty_Report","a2CHo000006EEavMAG","a2HHo000002BhupMAC","LLC_BI__Participations__r","","42845232116596240","LLC_BI__Participation__c","","","false","","false"
"a2HHo000002BhusMAC","","SC-000010805","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfTMAW","1.01","","","","","Authorized Users","42986561608726731","LLC_BI__Treasury_Service__c","","","false","","false"
"a2HHo000002BhutMAC","","SC-000010806","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfUMAW","1.01","","","","","Analyzed Accounts","42620667981027620","LLC_BI__Treasury_Service__c","","","false","","false"
"a2HHo000002BhuuMAC","","SC-000010807","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfVMAW","1.01","LLC_BI__Maintenance_Request_Orders","","","","Add to Maintenance Order","42312239507365065","LLC_BI__Requirement__c","","","false","","false"
"a2HHo000002BhuvMAC","","SC-000010808","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfWMAW","1.01","LLC_BI__Treasury_Maintenance_Add_Authorized_User","","","","Add Authorized User","42040565851246247","LLC_BI__Authorized_User__c","","","false","","false"
"a2HHo000002BhuwMAC","","SC-000010809","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfXMAW","1.01","LLC_BI__Treasury_Maint_Add_Analyzed_Account","","","","Add Analyzed Account","42344262681556147","LLC_BI__Analyzed_Account__c","","","false","","false"
"a2HHo000002BhuxMAC","","SC-000010810","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfTMAW","2.01","llc_bi__UI_TSM_Authorized_User_Search","","a2HHo000002BhusMAC","LLC_BI__Authorized_Users__r","Authorized Users","42002235136431324","LLC_BI__Authorized_User__c","","","false","","false"
"a2HHo000002BhuyMAC","","SC-000010811","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfUMAW","2.01","llc_bi__UI_TSM_Analyzed_Account_Search","","a2HHo000002BhutMAC","LLC_BI__Analyzed_Accounts__r","Analyzed Accounts","42602527793838157","LLC_BI__Analyzed_Account__c","","","false","","false"
"a2HHo000002Bhv0MAC","","SC-000010813","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfZMAW","10.0","LLC_BI__Credit_Actions_New_Package_Details","","","","New Product Package","42917051090645740","LLC_BI__Product_Package__c","","","false","","false"
"a2HHo000002Bhv1MAC","","SC-000010814","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfaMAG","0.0","LLC_BI__Total_Exposure_Summary","","","","Total Exposure Summary","42789040673412384","LLC_BI__Product_Package__c","","","false","","false"
"a2HHo000002Bhv2MAC","","SC-000010815","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfbMAG","0.0","LLC_BI__Add_Debt_Product_Package","","","","Add Debt","42709977297497576","LLC_BI__Debt__c","","","false","","false"
"a2HHo000002Bhv3MAC","","SC-000010816","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfcMAG","0.0","LLC_BI__Exposure_Exclusion_Enable","","","","Exposure Exclusion Enable","42081656746664639","LLC_BI__Excluded_Exposure__c","","","false","","false"
"a2HHo000002Bhv4MAC","","SC-000010817","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfdMAG","0.0","LLC_BI__Exposure_Exclusion_Disable","","","","Exposure Exclusion Disable","42779948467061750","LLC_BI__Excluded_Exposure__c","","","false","","false"
"a2HHo000002Bhv5MAC","","SC-000010818","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfeMAG","0.0","LLC_BI__TE_Expand_Loan_Product_Package","","","","Expand Loan Product Package","42799029398046243","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002Bhv6MAC","","SC-000010819","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBffMAG","0.0","LLC_BI__TE_Expand_Debt_Product_Package","","","","Expand Debt Product Package","42394363323272554","LLC_BI__Debt__c","","","false","","false"
"a2HHo000002Bhv9MAC","","SC-000010822","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfiMAG","0.0","LLC_BI__Fixed_Rate_Additional_Fields","","","","","42881664039162799","LLC_BI__Pricing_Rate_Component__c","","","false","","false"
"a2HHo000002BhvAMAS","","SC-000010823","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfjMAG","0.0","LLC_BI__Variable_Rate_Additional_Fields","","","","","42910092753974794","LLC_BI__Pricing_Rate_Component__c","","","false","","false"
"a2HHo000002BhvBMAS","","SC-000010824","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfkMAG","0.0","LLC_BI__Payment_Component_Extended_Fields","","","","","42990318914701181","LLC_BI__Pricing_Payment_Component__c","","","false","","false"
"a2HHo000002BhvCMAS","","SC-000010977","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBflMAG","1.01","","a2CHo000006EEawMAG","","","","42210993745057516","LLC_BI__Loan__c","","0.0","false","","false"
"a2HHo000002BhvDMAS","","SC-000010978","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBflMAG","2.02","","a2CHo000006EEaxMAG","a2HHo000002BhvCMAS","LLC_BI__Legal_Entities__r","","42816987316414085","LLC_BI__Legal_Entities__c","","0.0","false","","false"
"a2HHo000002BhvEMAS","","SC-000010979","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:38.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBflMAG","3.02","LLC_BI__UI_Authorized_Signer_Fieldset","a2CHo000006EEayMAG","a2HHo000002BhvDMAS","LLC_BI__Contingent_Liabilties__r","","42631373830282919","LLC_BI__Contingent_Liabilty__c","","0.0","false","","false"
"a2HHo000002BhviMAC","","SC-000011789","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBfQMAW","3.02","UI_Participations","a2CHo000006EEbNMAW","a2HHo000002BhuZMAS","LLC_BI__Participations__r","","42577743508659082","LLC_BI__Participation__c","","0.0","false","","false"
"a2HHo000002BhvuMAC","","SC-000010713","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcQMAW","100.0","","","","","","42584585639749450","nFORCE__Screen__c","","","false","","false"
"a2HHo000002BhvvMAC","","SC-000010714","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcRMAW","100.0","nFORCE__UI_Administration_Field_Configuration","","","","","42122922263572339","nFORCE__Field_Configuration__c","","","false","","false"
"a2HHo000002BhvwMAC","","SC-000010715","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcSMAW","100.0","nFORCE__Conditional_Screen_Section","","","","","42128683408737313","nFORCE__Screen_Section__c","","","false","","false"
"a2HHo000002BhvxMAC","","SC-000010716","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcQMAW","200.0","nFORCE__UI_Config_Builder","","a2HHo000002BhvuMAC","nFORCE__Screen_Sections__r","","42263859019003569","nFORCE__Screen_Section__c","","","false","","false"
"a2HHo000002BhvyMAC","","SC-000010728","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcTMAW","0.0","LLC_BI__UI_Loan_Information","","","","Loan Details","42034821021839632","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhvzMAC","","SC-000010729","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcUMAW","0.0","LLC_BI__UI_Loan_Pricing_Information","","","","Pricing","42944207197562276","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw0MAC","","SC-000010730","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcVMAW","0.0","LLC_BI__Pricing_Summary","","","","Rate Structure","42120928877198938","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw1MAC","","SC-000010731","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcWMAW","0.0","LLC_BI__Pricing_Summary","","","","Payment Structure","42891019706644383","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw2MAC","","SC-000010732","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcXMAW","0.0","LLC_BI__UI_Referral_Information","","","","Referral","42311473001100021","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw3MAC","","SC-000010733","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcYMAW","0.0","LLC_BI__UI_Balance_Information","","","","Balance Details","42382774557308670","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw4MAC","","SC-000010734","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcZMAW","0.0","LLC_BI__UI_Booked_Information","","","","Booked Details","42769712546747017","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw5MAC","","SC-000010735","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcaMAG","1.01","","","","","Loan Relationship","42276593763622642","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw6MAC","","SC-000010736","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcaMAG","2.01","LLC_BI__UI_Entity_Involvement_Fieldset","","a2HHo000002Bhw5MAC","LLC_BI__Legal_Entities__r","Borrowing Structure","42682732015979193","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002Bhw7MAC","","SC-000010737","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcbMAG","0.0","LLC_BI__UI_CRA_Loan_Information","","","","Loan Information","42007925721569776","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw8MAC","","SC-000010738","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBccMAG","0.0","LLC_BI__UI_CRA_Action_Taken","","","","Action Taken","42122213637715421","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002Bhw9MAC","","SC-000010739","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcdMAG","0.0","LLC_BI__UI_CRA_Property_Location","","","","Property Location","42634711882529033","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwAMAS","","SC-000010740","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBceMAG","0.0","LLC_BI__UI_CRA_Other","","","","Other","42507496475321912","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwBMAS","","SC-000010741","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcfMAG","1.0","","","","","HMDA","42950669603213379","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwCMAS","","SC-000010742","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcfMAG","2.0","LLC_BI__UI_HMDA_Demographic_Questions","","a2HHo000002BhwBMAS","LLC_BI__Legal_Entities__r","HMDA","42916520714700074","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002BhwDMAS","","SC-000010743","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcgMAG","1.01","","","","","Entity Compliance","42090634743316887","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwEMAS","","SC-000010744","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcgMAG","2.01","LLC_BI__HMDA_Entity_Relationship_Name","","a2HHo000002BhwDMAS","LLC_BI__Legal_Entities__r","Relationship","42305638747147846","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002BhwFMAS","","SC-000010745","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:38.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcgMAG","3.01","LLC_BI__UI_HMDA_Entity_Compliance_2017","","a2HHo000002BhwEMAS","LLC_BI__Entity_Compliances__r","Entity Compliance","42015777285398996","LLC_BI__Entity_Compliance__c","","","false","","false"
"a2HHo000002BhwGMAS","","SC-000010746","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBchMAG","1.01","","","","","Loan Compliance","42679537727079564","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwHMAS","","SC-000010747","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBchMAG","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2017","","a2HHo000002BhwGMAS","LLC_BI__Loan_Compliances__r","Loan Compliance","42273647962742864","LLC_BI__Loan_Compliance__c","","","false","","false"
"a2HHo000002BhwIMAS","","SC-000010748","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBciMAG","1.01","","","","","Entity Compliance","42245417526615474","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwJMAS","","SC-000010749","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBciMAG","2.01","LLC_BI__HMDA_Entity_Relationship_Name","","a2HHo000002BhwIMAS","LLC_BI__Legal_Entities__r","Relationship","42595756380172653","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HHo000002BhwKMAS","","SC-000010750","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:38.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBciMAG","3.01","LLC_BI__UI_HMDA_Entity_Compliance_2018","","a2HHo000002BhwJMAS","LLC_BI__Entity_Compliances__r","Entity Compliance","42729559604747603","LLC_BI__Entity_Compliance__c","","","false","","false"
"a2HHo000002BhwLMAS","","SC-000010751","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcjMAG","1.01","","","","","Loan Compliance","42532369063586999","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwMMAS","","SC-000010752","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcjMAG","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2018","","a2HHo000002BhwLMAS","LLC_BI__Loan_Compliances__r","Loan Compliance","42506178376721713","LLC_BI__Loan_Compliance__c","","","false","","false"
"a2HHo000002BhwNMAS","","SC-000010753","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBckMAG","1.0","","","","","Change Memo","42918444589067310","LLC_BI__Loan__c","","","false","","false"
"a2HHo000002BhwOMAS","","SC-000010754","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:37.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBckMAG","2.0","LLC_BI__UI_Memo_Action","","a2HHo000002BhwNMAS","LLC_BI__Change_Memos__r","Change Memo","42735526124068642","LLC_BI__Credit_Memo_Modifcation__c","","","false","","false"
"a2HHo000002BhwQMAS","","SC-000010756","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:41:36.000Z","005Ho00000AXM6UIAX","","","","a2FHo000003XBcmMAG","1.01","","","","","Team Members","42237521490715292","LLC_BI__Loan__c","","","false","","false"
