"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a2FHo000003XBXgMAO","","Enhanced Fees Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueI4MAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","a2IHo000002BxwtMAC","MappedSObjectHierarchyScreenResource","","42959339373236524","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXhMAO","","Add Non Standard Fee","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueI4MAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42390442217238179","LLC_BI__Fee__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXiMAO","","Enhanced Fee Loan Aggregate Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueI4MAI","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42342443550777061","LLC_BI__Fee_Loan_Aggregate__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXjMAO","","System Properties","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueI5MAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxwrMAC","CustomSettingsListScreenResource","","42982998390932528","nFORCE__System_Properties__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXlMAO","","Enhanced Fees Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMZMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","14331619447515161","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXmMAO","","Enhanced Fees Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN8MAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","90841620937672154","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXnMAO","","Editable Fields","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueI6MAI","false","false","false","true","false","","slide","true","false","false","false","","false","","a2IHo000002BxyyMAC","MappedSObjectScreenResource","","46951620937672171","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXpMAO","","Collateral Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJ2MAI","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","a2IHo000002Bxw0MAC","MappedSObjectScreenResource","","a2FHo000003XBXpMAO","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBXqMAO","","Collateral Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJ3MAI","false","false","false","false","false","10.0","slide","true","false","false","true","","false","","a2IHo000002Bxw1MAC","MappedSObjectHierarchyScreenResource","","a2FHo000003XBXqMAO","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBY3MAO","","Deposits","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMDMAY","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2IHo000002Bxw3MAC","GrandchildScreenResource","","a2FHo000003XBY3MAO","LLC_BI__Product_Package__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcQMAW","","UI Config Builder - Section List","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueM6MAI","false","false","false","true","false","700.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42462740097777573","nFORCE__Screen__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcRMAW","","UI Config Builder - Field Configuration","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueM6MAI","false","false","false","true","false","800.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42325303067594960","nFORCE__Field_Configuration__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcSMAW","","UI Config Builder - Add a New Conditional Screen Section","2023-10-31T13:56:27.000Z","005Ho00000AXMAwIAP","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueM6MAI","false","false","true","true","false","900.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42647477791041417","nFORCE__Screen_Section__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcTMAW","","Loan Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJAMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42885238446218305","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcUMAW","","Pricing","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJBMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42695358678995837","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcVMAW","","Rate Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJCMAY","false","false","true","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42632549908986914","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcWMAW","","Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJDMAY","false","false","true","true","false","3.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42308707868520612","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcXMAW","","Referral","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJEMAY","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42013506331028383","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcYMAW","","Balance Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJFMAY","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42372651311222183","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcZMAW","","Booked Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJGMAY","false","false","true","true","false","6.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42926917196790253","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcaMAG","","Borrowing Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJHMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42587232006534989","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcbMAG","","Loan Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJIMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42801463920777890","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBccMAG","","Action Taken","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:44.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJIMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42852905404439403","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcdMAG","","Property Location","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJIMAY","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42945510542805521","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBceMAG","","Other","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJIMAY","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42446717634932016","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcfMAG","","HMDA","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJJMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42325058450492302","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcgMAG","","Entity Compliance","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJKMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42770210918329890","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBchMAG","","Loan Compliances (HMDA Effective-2017)","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJLMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42750869020719701","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBciMAG","","Entity Compliance","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJMMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42069363345410374","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcjMAG","","Loan Compliances (HMDA Effective-2018)","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJNMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42769490542780298","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBckMAG","","Change Memo","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJOMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42823474164449150","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcmMAG","","Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJQMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42380044911954036","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcnMAG","","Manage Bill Points","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJRMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42506910289801500","LLC_BI__Product__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcoMAG","","Loan Compliance Information Section","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJSMAY","false","false","false","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42998410044192082","LLC_BI__Product_Package__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcpMAG","","Loan Compliance Exposure Section","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJSMAY","false","false","false","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42285448724779595","LLC_BI__Product_Package__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcqMAG","","Review Detail","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJUMAY","false","false","false","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42689391096569555","LLC_BI__Product_Package__c","false","false","","","","","false","false","","",""
"a2FHo000003XBcrMAG","","Account Proforma Options","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJVMAY","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42993158429096995","Account","false","false","","","","","false","false","","",""
"a2FHo000003XBcsMAG","","Scenario Proforma Options","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJVMAY","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42484242823048594","LLC_BI__Scenario__c","false","false","","","","","false","false","","",""
"a2FHo000003XBd2MAG","","UI Collateral Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJYMAY","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42834708531386047","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBd3MAG","","UI Collateral Record Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJYMAY","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42119708870394170","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBd4MAG","","UI Related Pledged Collateral Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJYMAY","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42882367374519413","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBd5MAG","","UI Collateral Record Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJTMAY","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42151136547775130","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBd6MAG","","UI Related Pledged Collateral Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJTMAY","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42276061206063379","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdLMAW","","Relationship Add Debt","2023-10-31T13:56:27.000Z","005Ho00000AXMAxIAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJ5MAI","false","false","true","false","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42987966774596763","LLC_BI__Debt__c","false","false","","","2.0","","false","false","","",""
"a2FHo000003XBdTMAW","","Applicants","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJWMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42122234802861830","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdUMAW","","Application Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJWMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42227914325179779","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdVMAW","","Applicant Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJWMAY","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","","MappedSObjectScreenResource","","42996427351647446","Contact","false","false","","","","","false","false","","",""
"a2FHo000003XBdWMAW","","Debt Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42266324142004703","LLC_BI__Debt__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdXMAW","","Asset Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42625303025803058","nRetail__Asset__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdYMAW","","Income Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42457016603662885","LLC_BI__Income__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdZMAW","","Add Debt","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42228081408341778","LLC_BI__Debt__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdaMAG","","Add Asset","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42476008475589851","nRetail__Asset__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdbMAG","","Add Income","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42617903108608703","LLC_BI__Income__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdcMAG","","Underwriting_Overview","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42419899813245877","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBddMAG","","Decision_Overview","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJZMAY","false","false","true","true","false","6.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42687423297497510","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdeMAG","","Applicants","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJaMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42577725597388449","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdfMAG","","Application Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJaMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42906821118834308","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdgMAG","","Applicant Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJaMAI","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","","MappedSObjectScreenResource","","42728246216454440","Contact","false","false","","","","","false","false","","",""
"a2FHo000003XBdhMAG","","Debt Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42254618457483684","LLC_BI__Debt__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdiMAG","","Asset Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42058280369759756","nRetail__Asset__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdjMAG","","Income Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42516369211337089","LLC_BI__Income__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdkMAG","","Add Debt","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42254622950627045","LLC_BI__Debt__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdlMAG","","Add Asset","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42912045205631221","nRetail__Asset__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdmMAG","","Add Income","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:46.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42875295924706750","LLC_BI__Income__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdnMAG","","Underwriting_Overview","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42794792125497229","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdoMAG","","Decision_Overview","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJbMAI","false","false","true","true","false","6.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42075682705283847","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdpMAG","","Applicants","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJcMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42704245439344521","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdqMAG","","Application Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJcMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42027502146142949","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBdrMAG","","Applicant Details","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJcMAI","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","","MappedSObjectScreenResource","","42125220348533994","Contact","false","false","","","","","false","false","","",""
"a2FHo000003XBdsMAG","","Debt Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXMB5IAP","2023-11-03T19:42:43.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueJdMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42377092525854162","LLC_BI__Debt__c","false","false","","","","","false","false","","",""
