"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a2FHo000003XBqjMAG","","Enhanced Fee Loan Aggregate Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMZMAY","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","86141619447515162","LLC_BI__Fee_Loan_Aggregate__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqkMAG","","Third Party Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMVMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","29041619447515162","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqlMAG","","Borrowing Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMpMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","94391619447515163","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqmMAG","","UI Collateral Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMkMAI","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","78321619447515164","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqnMAG","","UI Collateral Record Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMkMAI","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","02231619447515164","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqoMAG","","UI Related Pledged Collateral Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMkMAI","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","59421619447515164","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqpMAG","","Pricing Fields Required","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMWMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxycMAC","MappedSObjectScreenResource","","71211619447515164","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqqMAG","","Rate Structure Details Fixed","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMxMAI","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","04401619447515165","LLC_BI__Pricing_Rate_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqrMAG","","Rate Structure Details Floating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMxMAI","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","62411619447515165","LLC_BI__Pricing_Rate_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqsMAG","","Rate Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMxMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","49941619447515165","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqtMAG","","Payment Structure Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMwMAI","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","70951619447515166","LLC_BI__Pricing_Payment_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBquMAG","","Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMwMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","02101619447515170","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqvMAG","","Risk Rating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMTMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","04231619447515170","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqwMAG","","Change Memo","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMXMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","72901619447515171","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqxMAG","","Fees Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMYMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","03071619447515171","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqyMAG","","Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMaMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","22181619447515172","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBqzMAG","","Fees Approved","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMbMAI","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxydMAC","MappedSObjectHierarchyScreenResource","","38131619447515172","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr0MAG","","Third Party Reports","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMcMAI","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxyeMAC","MappedSObjectHierarchyScreenResource","","53271619447515172","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr1MAG","","Approval Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMdMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","a2IHo000002BxyfMAC","MappedSObjectScreenResource","","56051619447515173","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr2MAG","","Participations","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMeMAI","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxygMAC","MappedSObjectHierarchyScreenResource","","43521619447515173","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr3MAG","","Pricing","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMfMAI","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxyhMAC","MappedSObjectScreenResource","","50681619447515173","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr4MAG","","Adverse Actions","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMgMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","69691619447515174","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr5MAG","","Loan Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMhMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","08131619447515174","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr6MAG","","Balance Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMiMAI","false","false","false","true","false","3.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","25201619447515174","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr7MAG","","Booked Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMjMAI","false","false","false","true","false","4.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","04981619447515175","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr8MAG","","Action Taken","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMlMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","77861619447515175","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBr9MAG","","Loan Information","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMlMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","24041619447515176","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrAMAW","","Other","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMlMAI","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","28031619447515176","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrBMAW","","Property Location","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMlMAI","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","32491619447515176","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrCMAW","","Approval History","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMmMAI","false","false","true","true","false","2.0","slide","true","false","false","true","","true","","","MappedSObjectScreenResource","a2JHo000001E7S7MAK","97391619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrDMAW","","Loan Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMmMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","67591619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrEMAW","","Tasks","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMmMAI","false","false","false","true","false","1.0","slide","true","false","false","true","","true","","","MappedSObjectHierarchyScreenResource","","73751619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrFMAW","","HMDA","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMnMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","05221619447515178","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrGMAW","","Loan Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMoMAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","23571619447515178","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrHMAW","","Budget Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMqMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxyiMAC","MappedSObjectScreenResource","","18181619447515179","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrIMAW","","Entity Compliance","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMrMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","78201619447515179","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrJMAW","","Loan Compliances (HMDA Effective-2018)","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMsMAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","44101619447515179","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrKMAW","","Budget Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMtMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","94361619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrLMAW","","Draw Overview Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMuMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","91941619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrMMAW","","Draw History Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMvMAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","93381619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrNMAW","","Editable Fields","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMyMAI","false","false","true","true","false","","slide","true","false","false","false","","true","","a2IHo000002BxyjMAC","MappedSObjectScreenResource","","15201619447515181","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrOMAW","","Loan Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN0MAI","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2IHo000002BxykMAC","MappedSObjectScreenResource","","78261619447515184","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrPMAW","","Rate Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMzMAI","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2IHo000002BxylMAC","MappedSObjectHierarchyScreenResource","","42457283174729951","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrQMAW","","Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueMzMAI","false","false","false","false","false","5.0","slide","true","false","false","false","","false","","a2IHo000002BxymMAC","MappedSObjectHierarchyScreenResource","","42823686482479073","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrRMAW","","Certifications","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN1MAI","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2IHo000002BxynMAC","MappedSObjectScreenResource","","75081620937672153","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrSMAW","","Add Non Standard Fee","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN8MAI","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","23901620937672154","LLC_BI__Fee__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrTMAW","","Enhanced Fee Loan Aggregate Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN8MAI","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","63351620937672154","LLC_BI__Fee_Loan_Aggregate__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrUMAW","","Third Party Management","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN2MAI","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","a2IHo000002BxyoMAC","MappedSObjectHierarchyScreenResource","","44351620937672155","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrVMAW","","Authorized Signers","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNOMAY","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxypMAC","GrandchildScreenResource","","26471620937672155","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrWMAW","","Borrowing Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNOMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","27741620937672156","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrXMAW","","UI Collateral Record Schedule","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNJMAY","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","a2IHo000002BxyqMAC","MappedSObjectHierarchyScreenResource","","30191620937672156","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrYMAW","","Pricing Fields Required","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN3MAI","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxyrMAC","MappedSObjectScreenResource","","18731620937672157","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrZMAW","","Rate Structure Details Fixed","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNWMAY","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","73481620937672158","LLC_BI__Pricing_Rate_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBraMAG","","Rate Structure Details Floating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNWMAY","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","03511620937672158","LLC_BI__Pricing_Rate_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrbMAG","","Rate Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNWMAY","false","false","true","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","01391620937672158","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrcMAG","","Payment Structure Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNVMAY","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","95421620937672159","LLC_BI__Pricing_Payment_Component__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrdMAG","","Payment Structure","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNVMAY","false","false","true","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","16731620937672159","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBreMAG","","Risk Rating","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN4MAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","85471620937672159","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrfMAG","","Change Memo","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN6MAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","19051620937672160","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrgMAG","","Fees Summary","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN7MAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","33241620937672160","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrhMAG","","Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueN9MAI","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42251620937672161","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBriMAG","","Fees Approved","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNAMAY","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxysMAC","MappedSObjectHierarchyScreenResource","","41361620937672161","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrjMAG","","Third Party Reports","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNBMAY","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxytMAC","MappedSObjectHierarchyScreenResource","","01211620937672162","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrkMAG","","Approval Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNCMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","a2IHo000002BxyuMAC","MappedSObjectScreenResource","","03421620937672162","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrlMAG","","Participations","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNDMAY","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","a2IHo000002BxyvMAC","MappedSObjectHierarchyScreenResource","","00551620937672162","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrmMAG","","Pricing","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNEMAY","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2IHo000002BxywMAC","MappedSObjectScreenResource","","93141620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrnMAG","","Adverse Actions","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNFMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","86411620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBroMAG","","Loan Team Members","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNGMAY","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","54881620937672164","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
"a2FHo000003XBrpMAG","","Balance Details","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","2023-10-31T13:56:27.000Z","005Ho00000AXM6UIAX","","","","a2GHo000001ueNHMAY","false","false","false","true","false","3.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","96681620937672164","LLC_BI__Loan__c","false","false","","","","","false","false","","",""
